Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Portfolio Manager ID,Philadelphia Building ID
2900-12 N. 17TH STREET,Residence Hall/Dormitory,2900-12 N. 17TH STREET,Philadelphia,Philadelphia,PA,19132,,,60000,,1926,2014,98,27.3,62.3,,,,,164.9,,3571438,881427020
Martin Building,Residence Hall/Dormitory,201 South 11th Street,Philadelphia,Philadelphia,PA,19107,,,81525,,1959,2014,35,139.4,222,,,,,878.3,31.61974854,3641704,771019000
La Salle #2 (Katherine's and B&G),Residence Hall/Dormitory,2006-50 W Olney Ave,Philadelphia,Philadelphia,PA,19141,,,80106,,1983,2014,,160.5,377.1,,,,,1328.3,52.27074127,3893215,776516000
La Salle #1 (Resid Halls),Residence Hall/Dormitory,2006-2050 W. Olney Ave,Philadelphia,Philadelphia,PA,19144,,,117005,,1953,2014,,112.8,160.7,,,,,916.1,60.86833896,3893260,776516000
JBJ Soul Homes,Residence Hall/Dormitory,1415 Fairmount Avenue,Philadelphia,Philadelphia,PA,19130,,,75000,,2014,2014,,,,,,,,,,3968965,886806600
420 s. Second Street,Restaurant,420 South 2nd Street,Philadelphia,Philadelphia,PA,19147,,,195154,,1950,2014,,,,,,,,2.2,6.173585989,3954691,883406500
PHILADELPHIA SE (1443),Retail Store,1 MIFFLIN ST,Philadelphia,Philadelphia,PA,19148,,,135033,,2002,2014,79,72.6,189,,,,,1108.9,9.593951108,1547807,882055480
PHILADELPHIA NE (1809),Retail Store,11000 ROOSEVELT BLVD STE 3,Philadelphia,Philadelphia,PA,19116,,,146378,,2003,2014,87,64.4,164.8,,,,,1050.1,8.863353783,1548013,882070800
PHILA-BRIDESBURG (2075),Retail Store,2701 CASTOR AVE,Philadelphia,Philadelphia,PA,19134,39.990326,-75.090725,136940,,2005,2014,80,75.9,199.1,,,,,1183.7,32.76544472,1548255,882070900
PHILADELPHIA WEST (2124),Retail Store,4000 MONUMENT RD,Philadelphia,Philadelphia,PA,19131,,,160219,,2007,2014,77,78.9,212.1,,,,,1471.5,20.3234323,1548288,882150610
9382,Retail Store,8800 Frankford Avenue,Philadelphia,Philadelphia,PA,19136,40.0492,-75.011886,79854,,1999,2014,63,49.4,154.4,,,,,525.9,2.880256468,2343414,882069010
3454,Retail Store,900 Orthodox St,Philadelphia,Philadelphia,PA,19124,40.01962,-75.095879,85221,,1980,2014,95,24.5,76.8,,,,,279.1,3.449853909,2343876,882082000
7198,Retail Store,3301 Aramingo Avenue,Philadelphia,Philadelphia,PA,19134,39.990405,-75.102742,65264,,1978,2014,73,47.1,148,,,,,411.7,4.305589605,2344443,882125300
3527,Retail Store,7101 Roosevelt Blvd,Philadelphia,Philadelphia,PA,19149,40.042012,-75.056525,70110,,1980,2014,77,52.5,143.4,,,,,434.7,11.78148624,2344541,882074000
PHILA-COTTMAN (2418),Retail Store,7400 BUSTLETON AVE,Philadelphia,Philadelphia,PA,19152,40.049656,-75.058231,137054,,2009,2014,86,60.7,165.1,,,,,978.6,9.22337181,3114250,882131101
#4166 Phil/Oregon Ave,Retail Store,2200 Oregon Avenue,Philadelphia,Philadelphia,PA,19145,,,114840,,2004,2014,65,72.3,181.3,,,,,908.4,7.430337861,3594195,882245100
#4101 S Philadelphia,Retail Store,1651 Christopher Columbus Blvd,Philadelphia,Philadelphia,PA,19148,,,126922,,1994,2014,74,72.7,156.8,,,,,884.6,7.804793495,3685746,882055160
#4112 Roosevelt,Retail Store,4640 SE Roosevelt Boulevard,Philadelphia,Philadelphia,PA,19124,,,133240,,1995,2014,41,99.2,258.9,,,,,1498.7,13.98078655,3685747,882181570
#4150 Port Richmond,Retail Store,2539 Castor Avenue,Philadelphia,Philadelphia,PA,19134,39.992446,-75.092603,114660,,2001,2014,51,87.2,224.2,,,,,1118.6,10.1953602,3685748,882059510
#6866 Bustleton Ave,Retail Store,815-25 Hendrix Street,Philadelphia,Philadelphia,PA,19116,,,104424,,2007,2014,52,108.8,223.1,,,,,1042.5,6.358691489,3727405,882095030
Walmart Store #01-5103,Retail Store,"4600 Roosevelt Blvd., Bldg G",Philadelphia,Philadelphia,PA,19124,,,109554,,2003,2014,74,76.4,208.1,,,,,985.7,6.950910053,3769239,882181540
FORMAN MILLS 106,Retail Store,4806 Market Steet,Philadelphia,Philadelphia,PA,19139,,,52656,,1920,2014,63,46.8,147,,,,,330,3.09366454,3773373,884247008
FORMAN MILLS 113,Retail Store,3500 ARAMINGO AVE,Philadelphia,Philadelphia,PA,19134,39.992191,-75.099301,53668,,1988,2014,42,61.5,193,,,,,441.7,6.098606246,3788641,882125501
jerusalem,Retail Store,5691 rising sun ave,Philadelphia,Philadelphia,PA,19120,40.040408,-75.108118,5440,,1950,2014,,490.4,1004.6,,,,,244.6,15.03676471,3790434,884116400
crbuilding,Retail Store,1600 Washington Avenue,Philadelphia,Philadelphia,PA,19146,,,50525,,2008,2014,98,23.3,66.6,,,,,144.8,,3798065,884006130
Northeast Shopping Center-Burlington Coat Factory,Retail Store,9173-75 E Roosevelt Boulevard,Philadelphia,Philadelphia,PA,19114,,,69842,,1961,2014,59,41,128.1,,,,,381.6,3.716961141,3815264,882093500
Andorra Shopping Center-Kohl's,Retail Store,701 E Cathedral Rd &quot;Henry Avenue &amp;&amp; Cathedral Road&quot;,Philadelphia,Philadelphia,PA,19128,,,80200,,1953,2014,68,50.9,149.5,,,,,514.5,3.756857855,3824196,882116500
Cotswold Group - Hunting Park Plaza,Retail Store,700 East Hunting Park Avenue,Philadelphia,Philadelphia,PA,19124,40.012531,-75.115699,82617,,1990,2014,86,45,141.4,,,,,498.2,1.917280947,3892502,882050755
Roosevelt Mall-Macy's Building,Retail Store,2327-83 Cottman Ave,Philadelphia,Philadelphia,PA,19149,,,313000,,1960,2014,96,30.7,81.2,,,,,1102.9,4.183067093,3954726,882065510
FORMAN MILLS 103,Retail Store,401 ADAMS AVE,Philadelphia,Philadelphia,PA,19120,,,60000,,1985,2014,6,106.4,334.1,,,,,854.7,4.245,3956428,882181620
City Avenue Shopping Center,Retail Store,7720 City Line Avenue,Philadelphia,Philadelphia,PA,19151,39.978481,-75.273151,110843,,2000,2014,1,113.6,236.7,,,,,1628.8,38.80263075,3957286,882085000
Overbrook Plaza,Retail Store,5610 Lancaster Ave,Philadelphia,Philadelphia,PA,19125,39.980537,-75.234565,70000,,2002,2014,,,,,,,,,51.02,3958749,882540000
"Sunny Spring, LLC",Retail Store,1424 Chestnut St,Philadelphia,Philadelphia,PA,19102,,,93000,,1920,2014,,87.2,274,,,,,645.3,9.672043011,3958808,883324400
castor,Retail Store,1509 e erie ave,Philadelphia,Philadelphia,PA,19124,40.005798,-75.098072,60000,,1945,2014,,34.1,68,,,,,183.3,0.935,3962326,882120009
Blue Grass Road,Retail Store,9490 Blue Grass Road,Philadelphia,Philadelphia,PA,19114,40.076308,-75.025385,300000,,1964,2014,,5.2,16.2,,,,,207.5,,3980104,884225002
Abbotts Square,Retail Store,530 S 2nd St,Philadelphia,Philadelphia,PA,19147,,,36662,,1986,2014,,,,,,,,,,4104003,883407500
"IKEA US EAST,LLC 215",Retail Store,2206 South Columbus Blvd.,Philadelphia,Philadelphia,PA,19148,39.917175,-75.139043,315000,,2004,2014,94,56.1,118.8,,,,,1458.2,9.19015873,4124173,882241000
VENANGO 101 ASSOCIATES LLC,Retail Store,101 EAST VENANGO STREET,Philadelphia,Philadelphia,PA,19134,40.004223,-75.127256,86000,,1930,2014,,5.2,16.3,,,,,59.7,0.36744186,4479069,884047200
ez storage,Self-Storage Facility,7245 state road,Philadelphia,Philadelphia,PA,19136,,,85350,,2006,2014,,52.3,161.8,,,,,589.5,4.359695372,3673605,884256025
Manayunk Self Storage,Self-Storage Facility,116 Fountain Street,Philadelphia,Philadelphia,PA,19127,,,106000,,1903,2014,,6.4,20.2,,,,,91.3,0.208490566,3760060,884083300
Devon Self Storage Allegheny,Self-Storage Facility,1831 West Allegheny Ave,Philadelphia,Philadelphia,PA,19132,40.002522,-75.160121,210000,,1920,2014,,30.5,81.7,,,,,743.6,0.109047619,3760835,884067430
Devon Self Storage Oregon,Self-Storage Facility,12 East Oregon Ave,Philadelphia,Philadelphia,PA,19148,,,160000,,1920,2014,,5.7,16.4,,,,,113.1,0.619375,3760838,884140610
All City Self Storage,Self-Storage Facility,5500 Sansom Street,Philadelphia,Philadelphia,PA,19137,39.958483,-75.231628,70506,,1935,2014,,1.2,3.4,,,,,10.3,0.001418319,3772904,884247200
Metro Storage East LLC-IS,Self-Storage Facility,2240 Island Ave.,Philadelphia,Philadelphia,PA,19142,39.915861,-75.245262,109580,,1927,2014,,14.7,30,,,,,147.2,0.490965505,3774014,884791940
"CRAMCO, INC. WEIKEL STREET BUILDING",Self-Storage Facility,2916 Weikel Street,Philadelphia,Philadelphia,PA,19134,39.986834,-75.113813,67550,,1930,2014,,3.6,11.2,,,,,32.3,,3783067,884671900
U-Haul Moving and Storage of Philadelphia,Self-Storage Facility,314-22 N 13th ST,Philadelphia,Philadelphia,PA,19107,,,97540,,1910,2014,,46.9,82.6,,,,,368.9,0.60693049,3830539,884033000
CubeSmart - Callowhill Street,Self-Storage Facility,501 Callowhill Street,Philadelphia,Philadelphia,PA,19123,,,97639,,1999,2014,,22.8,52.6,,,,,331.2,0.506969551,3892150,884028510
SoHo South,Self-Storage Facility,3500 Scotts Lane,Philadelphia,Philadelphia,PA,19129,40.008648,-75.18547,172000,,1962,2014,,18,56.6,,,,,415.2,5.423837209,3916422,884130500
Locker Room Self Storage,Self-Storage Facility,2001 W Erie Ave,Philadelphia,Philadelphia,PA,19140,,,95459,,2007,2014,,8.8,25.4,,,,,104.1,0.338365162,3949158,884069000
Riverside Mr. Storage,Self-Storage Facility,5026 Ridge Ave,Philadelphia,Philadelphia,PA,19128,,,18000,,2000,2014,,9.4,26.2,,,,,20.4,,3959542,884083010
Fox Chase,Self-Storage Facility,1333 Rhawn St.,Philadelphia,Philadelphia,PA,19111,40.068384,-75.066774,71945,,2005,2014,,12.3,26.3,,,,,84.3,5.433317117,3989904,884222525
Tacony,Self-Storage Facility,6371 Keystone St.,Philadelphia,Philadelphia,PA,19135,40.018524,-75.050254,58500,,2005,2014,,14.5,30.7,,,,,80.1,0.001709402,3989965,884177795
Juniata,Self-Storage Facility,4123 &quot;G&quot; St.,Philadelphia,Philadelphia,PA,19124,,,59850,,2005,2014,,13.6,34.1,,,,,88.9,0.329156224,3989966,884114205
Germantown,Self-Storage Facility,6224 Germantown Ave.,Philadelphia,Philadelphia,PA,19144,40.042656,-75.180429,67500,,2005,2014,,14.9,33,,,,,98.8,0.133333333,3989967,884926200
Temple,Self-Storage Facility,1221 N. Broad Street,Philadelphia,Philadelphia,PA,19122,,,56873,,2007,2014,,16.1,41.3,,,,,102.2,0.947725634,3989968,884571850
Oak Lane,Self-Storage Facility,1499 66th Ave.,Philadelphia,Philadelphia,PA,19126,,,67500,,2006,2014,,13.5,31,,,,,92.2,4.025185185,3989969,884332560
Frankford,Self-Storage Facility,3300 Frankford Ave,Philadelphia,Philadelphia,PA,19134,39.994387,-75.107465,63000,,2007,2014,,18.3,38.7,,,,,108.7,0.192063492,3989970,884202501
Devon/Belmont LLC,Self-Storage Facility,1300 Belmont Ave.,Philadelphia,Philadelphia,PA,19104,,,150000,,1950,2014,,33.4,73.6,,,,,489.2,0.130666667,4096072,884220000
Pride Capital LLC,Self-Storage Facility,5400 eadom st.,Philadelphia,Philadelphia,PA,19137,40.010473,-75.066585,150988,,1920,2014,,8.1,16.3,,,,,116.8,2.104803031,4096234,884212501
U-Haul Moving and Storage of South Philadelphia (1135),Self-Storage Facility,1135 Washington Ave,Philadelphia,Philadelphia,PA,19147,,,70200,,1907,2014,,40,80.3,,,,,252.9,1.424501425,4139950,884005160
U-Haul Moving and Storage of South Philadelphia (1201-21),Self-Storage Facility,1201-21 Washington Ave,Philadelphia,Philadelphia,PA,19147,,,99140,,1907,2014,,16.9,35.3,,,,,156.1,,4142072,884005170
U-Haul Moving and Storage at Roosevelt Blvd,Self-Storage Facility,7700-7750 Roosevelt Blvd,Philadelphia,Philadelphia,PA,19152,,,72000,,1955,2014,,16.8,52.8,,,,,161.9,0.5625,4591757,884265300
Philadelphia Nursing Home,Senior Care Community,2100 W Girard Ave,Philadelphia,Philadelphia,PA,19130,,,347543,,1950,2014,1,106.6,204.6,,,,,3211.7,37.11828464,3389438,881444600
rivers edge,Senior Care Community,9501 state road,Philadelphia,Philadelphia,PA,19114,,,53009,,1986,2014,18,105,263.6,,,,,609.7,82.26904865,3672870,881435201
Caring Heart Rehabilition and Nursing Center,Senior Care Community,6445 Germantown Ave,Philadelphia,Philadelphia,PA,19119,40.047906,-75.183229,140000,,1955,2014,35,116.2,236,,,,,1480.7,60.53642857,3790272,881447300
Simpson House Inc.,Senior Care Community,2101 Belmont Ave.,Philadelphia,Philadelphia,PA,19131,,,275276,,1899,2014,53,87.3,165.8,,,,,2064.9,62.83330185,3795640,881446000
GT Penn & LTSR,Senior Care Community,625 East Wisteria St,Philadelphia,Philadelphia,PA,19144,,,182687,,1980,2014,7,141.8,273.1,,,,,2372.2,65.50493467,3857967,776008020;776008030
York Nursing And Rehabilitation Center,Senior Care Community,7107 Old York Road,Philadelphia,Philadelphia,PA,19126,40.061156,-75.137138,60330,,1982,2014,,213.5,385.8,,,,,1060.9,187.6313608,3862600,881447800
Fairview Care Center,Senior Care Community,184 bethlehem pike,Philadelphia,Philadelphia,PA,19118,,,69888,,1930,2014,,136.3,282.2,,,,,881.6,145.1193338,3874380,881435900
Care Pavilion Nursing,Senior Care Community,6212 Walnut Street,Philadelphia,Philadelphia,PA,19139,,,98723,,1972,2014,,160.2,380.9,,,,,1651.3,136.2813124,3882111,881446200
Bala Nursing & Rehabilitation Center,Senior Care Community,4001 Ford Rd.,Philadelphia,Philadelphia,PA,19131,39.999651,-75.209658,44101,,1988,2014,,90.1,280.6,,,,,528,1.544182672,3884250,881446500
Delaware Valley Veterans Home,Senior Care Community,2701 Southampton Road,Philadelphia,Philadelphia,PA,19154,,,124236,,1975,2014,1,161.8,325.1,,,,,1812.6,33.89516726,3891004,881449800
Maplewood Nursing,Senior Care Community,125 West Schoolhouse Lane,Philadelphia,Philadelphia,PA,19144,40.032298,-75.17482,50797,,1975,2014,5,184.2,423,,,,,947.6,192.359785,3892802,881447201
Ciliveden Nursing,Senior Care Community,6400 Greene Street,Philadelphia,Philadelphia,PA,19119,,,58899,,1984,2014,22,165.3,327.9,,,,,868.3,110.9237848,3892949,881436651
Holy Redeemer Health System - Verree Rd,Senior Care Community,8580 Verree Rd,Philadelphia,Philadelphia,PA,19046,40.083255,-75.064034,366000,,1981,2014,96,45,141.2,,,,,2203.2,60.79918033,3893019,881448900
Tucker House Nursing,Senior Care Community,1001 Wallace Street,Philadelphia,Philadelphia,PA,19123,,,64752,,1978,2014,5,182.6,405.6,,,,,1163.2,131.9835681,3894558,881444100
Somerton Center Nursing Home,Senior Care Community,650 Edison ave.,Philadelphia,Philadelphia,PA,19116,40.129588,-75.009653,250000,,1935,2014,90,31.3,73.6,,,,,809,29.0544,3959249,881436010
Oakwood Healthcare,Senior Care Community,2109 Red Lion Road,Philadelphia,Philadelphia,PA,19115,,,75080,,1967,2014,43,122.6,253.2,,,,,850.1,70.64464571,3963240,881435100
CSE Centennial Village,Senior Care Community,4400 West Girard Ave,Philadelphia,Philadelphia,PA,19104,39.973051,-75.213919,75972,,1978,2014,24,98.4,261.6,,,,,861.7,77.25477808,4096892,881437000
Union League of Philadelphia,Social/Meeting Hall,140 S Broad St.,Philadelphia,Philadelphia,PA,19102,,,221044,,1865,2014,,164.1,323.5,,,,,3217.6,57.54781853,3773617,883701500
La Salle #5 (Hayman/Gola),Stadium (Closed),2140 Cottage Lane,Philadelphia,Philadelphia,PA,19144,,,94000,,1972,2014,,192.9,385.2,,,,,1626.5,32.38510638,3893230,776512000
Lincoln Financial Field,Stadium (Open),One Lincoln Financial Field Way,Philadelphia,Philadelphia,PA,19148,,,1403194,,2003,2014,,271.7,853.3,,,,,6060.9,7.909668941,3638081,788023020
Citizens Bank Park,Stadium (Open),1 Citizens Bank Way,Philadelphia,Philadelphia,PA,19148,39.907335,-75.167995,1250000,,2004,2014,,121.4,253.9,,,,,14166.7,29.49824,3819941,788020010
Kawin LLC,Strip Mall,3501 Cedar Street,Philadelphia,Philadelphia,PA,19134,39.992057,-75.09825,52261,,1983,2014,,3.4,10.7,,,,,23.9,0.05549071,3635022,882059600
Rising Sun Plaza,Strip Mall,5675 Rising Sun Avenue,Philadelphia,Philadelphia,PA,19120,40.039166,-75.11001,243470,,1979,2014,,59.5,187,,,,,1940.7,12.5280322,3772884,882086000
Hope Plaza,Strip Mall,2101-49 West Lehigh Ave,Philadelphia,Philadelphia,PA,19132,,,115000,,1986,2014,,81,254.3,,,,,1246.7,14.68521739,3966490,882042235
"Market Square Plaza I , LLC",Strip Mall,7700-7782 Crittenden Street,Philadelphia,Philadelphia,PA,19118,,,113316,,1972,2014,,124.4,390.7,,,,,1887.6,41.09393201,4056192,882040300
Red Lion Shopping Center,Strip Mall,9898 Roosevelt Blvd.,Philadelphia,Philadelphia,PA,19115,40.089113,-75.02109,229206,,1962,2014,,1.7,5.3,,,,,51.6,6.31702486,4066290,882070230
07725-Pennypack Circle,Supermarket/Grocery Store,8200 Roosevelt Blvd,Philadelphia,Philadelphia,PA,19152,,,50256,,2002,2014,73,227.9,570.5,,,,,1251.5,32.73241006,1260373,882067000
07747-Red Lion,Supermarket/Grocery Store,920 Red Lion Road,Philadelphia,Philadelphia,PA,19115,40.101155,-75.02559,72048,,1997,2014,74,208.6,515.9,,,,,1624.6,9.812902509,1260382,882875620
07704-Harbison,Supermarket/Grocery Store,6601 Roosevelt Blvd.,Philadelphia,Philadelphia,PA,19149,40.036461,-75.063256,52380,,1980,2014,70,228.8,580.7,,,,,1325.7,15.29209622,1260705,882129500
07715-Oregon & 19th,Supermarket/Grocery Store,1901 Johnston Street,Philadelphia,Philadelphia,PA,19145,,,49514,,2003,2014,58,229.9,565.5,,,,,1224.7,23.40752111,1260775,882351850
Shop Rite of Island Avenue,Supermarket/Grocery Store,2946 Island Avenue,Philadelphia,Philadelphia,PA,19153,,,59502,,1995,2014,57,306.9,720.1,,,,,1884.6,29.88470976,1973980,882090000
Shop Rite of Roxborough,Supermarket/Grocery Store,6901 Ridge Avenue,Philadelphia,Philadelphia,PA,19128,,,54844,,1990,2014,86,269.1,625,,,,,1509.5,18.38122675,1973983,882117000
Shop Rite of Parkside Plaza,Supermarket/Grocery Store,5200 Jefferson Street,Philadelphia,Philadelphia,PA,19131,,,68325,,2008,2014,94,255.8,552.5,,,,,1677.8,42.77350896,1973985,882920300
Fresh Grocer,Supermarket/Grocery Store,5301 Chew Avenue,Philadelphia,Philadelphia,PA,19138,40.041702,-75.158706,50000,,2009,2014,28,299.1,675.5,,,,,1492.5,44.064,3619999,122226915
07742-Academy,Supermarket/Grocery Store,3200 Red Lion Rd,Philadelphia,Philadelphia,PA,19114,40.080229,-74.992647,50918,,1981,2014,59,225.8,571.6,,,,,1268.9,9.988609136,3669806,882097600
ShopRite of Aramingo Avenue,Supermarket/Grocery Store,3745 Aramingo Avenue,Philadelphia,Philadelphia,PA,19137,39.995345,-75.093261,74888,,1995,2014,31,287.4,715.8,,,,,2341,34.5783036,3782900,882059425
Shop Rite of Oregon Avenue,Supermarket/Grocery Store,Oregon Avenue,Philadelphia,Philadelphia,PA,19145,,,54388,,1990,2014,65,306.5,736.9,,,,,1793.8,22.34684122,3875946,882046400
Giant Supermarket Grant Ave,Supermarket/Grocery Store,2550 Grant Ave,Philadelphia,Philadelphia,PA,19114,,,74100,,2011,2014,100,114.9,213.7,,,,,718.6,85.61673414,3878985,882069750
Shop Rite Oxford Ave.,Supermarket/Grocery Store,6301 Oxford Ave,Philadelphia,Philadelphia,PA,19111,40.044781,-75.088696,63342,,1996,2014,22,276.1,678.6,,,,,1880.1,25.2344416,3893742,882842425
ShopRite of Fox Street,Supermarket/Grocery Store,2800 Fox Street,Philadelphia,Philadelphia,PA,19129,,,71686,,2013,2014,80,316.1,683.3,,,,,2176.7,,3966890,882066190
Pathmark Store 6556,Supermarket/Grocery Store,4160 Monument Road,Philadelphia,Philadelphia,PA,19131,40.003602,-75.214537,67133,,1980,2014,,,,,,,,,59.48043436,4055796,882092500
Pathmark Store 2710,Supermarket/Grocery Store,2101-41 Cottman Avenue,Philadelphia,Philadelphia,PA,19149,,,67305,,1996,2014,46,281.3,706.6,,,,,2075,19.60626997,4092244,882064600
Superfresh Store 2726,Supermarket/Grocery Store,1601 South Christopher Columbus B,Philadelphia,Philadelphia,PA,19148,,,61506,,1999,2014,72,240.1,585.6,,,,,1577,9.864078301,4092245,882055190
Pathmark Store 6532,Supermarket/Grocery Store,3001 Grays Ferry Avenue,Philadelphia,Philadelphia,PA,19146,39.939165,-75.193272,56549,,1988,2014,65,233.1,614.9,,,,,1508.8,37.54266212,4092246,882051606
Pathmark Store 6557,Supermarket/Grocery Store,1405 Glenwood Ave.,Philadelphia,Philadelphia,PA,19132,,,50388,,1998,2014,27,334.6,781.5,,,,,1733,67.01397158,4092247,882736105
Pathmark Store 6564,Supermarket/Grocery Store,840 Cottman Ave,Philadelphia,Philadelphia,PA,19111,40.062336,-75.085261,57644,,1996,2014,52,280.1,671.2,,,,,1697.5,8.422385678,4092248,882523400
Pathmark Store 6522,Supermarket/Grocery Store,3399 Aramingo Avenue,Philadelphia,Philadelphia,PA,19134,39.990994,-75.101616,55268,,1977,2014,42,265.6,712.3,,,,,1705.1,14.17094883,4092250,882125300
Pathmark Store 2723,Supermarket/Grocery Store,85 FRANKLIN MILLS BLVD,Philadelphia,Philadelphia,PA,19154,40.087764,-74.96583,56508,,1999,2014,72,228.8,566.3,,,,,1398.7,13.6617824,4092251,882691015
Main Airport Terminal Complex,Transportation Terminal/Station,8000 Essington Ave,Philadelphia,Philadelphia,PA,19153,39.87734,-75.24087,,,1953,2014,,286.9,666.8,,,,,92013.7,15.63286938,3632137,773300001
Orleans Technical Institute,Vocational School,2770 Red Lion Road,Philadelphia,Philadelphia,PA,19114,40.091211,-75.011021,85378,,2007,2014,,85.5,217.8,,,,,810.2,3.730469208,3634931,786462480
Local 420,Vocational School,14420 Townsend Rd.,Philadelphia,Philadelphia,PA,19154,40.112906,-74.970527,83000,,2000,2014,,85.1,160.7,,,,,603.9,11.87951807,3761815,884292608
Southeast Water Pollution Control Plant,Wastewater Treatment Plant,25 E. Pattison Ave at Greiner Rd,Philadelphia,Philadelphia,PA,19148,,,80064,,1900,2014,99,846.8,2430.4,,,,,8310.6,,3697307,781358000
Southwest Water Pollution Control Plant,Wastewater Treatment Plant,8200 Enterprise Ave,Philadelphia,Philadelphia,PA,19153,39.886162,-75.218212,220000,,1975,2014,94,944.9,2967,,,,,27827.6,,3697956,783131000
Northeast Water Pollution Control Plant,Wastewater Treatment Plant,3899 Richmond St,Philadelphia,Philadelphia,PA,19137,39.991432,-75.084998,240000,,1944,2014,100,671.4,1054.8,,,,,11855.3,212.3095833,3698001,884463045
