Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Record Number,BBL,Co-reported BBL Status,BBLs Co-reported,BINs,Borough,Number of Buildings
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,8258,,2013,16,159.5,243.4,158.3,242.2,54,24.4,78.4,47.03,11277,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,85000,,2013,56,120,191.9,120,192.1,398.8,218.2,617,47.03,11278,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,3520,,2013,,190.1,339.5,188.9,338.3,23,19.2,42.2,47.03,11279,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,12544,,2013,,155.3,303,154.2,301.9,58.8,68.3,127.1,47.03,11280,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,142700,,2013,,142.3,189.4,141.1,188.2,933,222.2,1155.2,47.03,11281,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,52252,,2013,25,168,270.2,166.8,268.9,341.6,190.7,532.3,47.03,11282,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,66000,,2013,11,190.1,339.5,188.9,338.3,431.5,359.5,791,47.03,11283,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,175800,,2013,,215.3,317.9,,,1766.1,641.6,2407.7,47.03,11284,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,215389,,2013,,159.5,243.4,158.3,242.2,1408.2,636.8,2045,47.03,11285,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,4416,,2013,,168,270.2,166.8,268.9,28.9,16.1,45,47.03,11286,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,168600,,2013,,190.1,339.5,188.9,338.3,1102.3,918.2,2020.5,47.03,11287,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,28000,,2013,10,155.3,303,154.2,301.9,131.4,152.5,283.9,47.03,11289,4070210001,,4070210001,4439412,Queens,25
,Worship Facility,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,13486,,2013,1,,,,,2732.5,105.6,2838.1,47.03,11290,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,60000,,2013,6,198.3,365.2,197.1,364,392.3,366.7,759,39.24,11291,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,107026,,2013,7,198.3,365.2,197.1,364,699.7,654.1,1353.8,39.24,11292,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,118000,,2013,7,198.3,365.2,197.1,364,771.5,721.2,1492.7,39.24,11293,4070210001,,4070210001,4439412,Queens,25
,Restaurant,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,43000,,2013,,,,,,,262.8,,39.24,11294,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,4435,,2013,,133,160.2,131.8,158.9,29,3.5,32.5,47.03,11295,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,50000,,2013,6,198.3,365.2,197.1,364,326.9,305.6,632.5,39.24,11296,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,90000,,2013,7,198.3,365.2,197.1,364,588.4,550.1,1138.5,39.24,11297,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,103759,,2013,6,198.3,365.2,197.1,364,678.4,634.1,1312.5,39.24,11298,4070210001,,4070210001,4439412,Queens,25
,Office,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,19800,,2013,1,290.9,478.8,288.5,476.6,218.6,133.6,352.2,47.03,11299,4070210001,,4070210001,4439412,Queens,25
,College/University,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,120000,,2013,,198.3,365.2,197.1,364,784.6,733.4,1518,47.03,11300,4070210001,,4070210001,4439412,Queens,25
,Social/Meeting Hall,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,,,2013,,133,160.2,131.8,158.9,3.7,0.5,4.2,47.02,11301,4070210001,,4070210001,4439412,Queens,25
,Other - Recreation,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,144000,,2013,,133,160.2,131.8,158.9,941.5,115.2,1056.7,47.03,11302,4070210001,,4070210001,4439412,Queens,25
,Residence Hall/Dormitory,8150A UTOPIA PARKWAY,New York,Queens,NY,11432,,,4687440,60000,,2013,41,123.6,217.6,122.8,216.7,259.8,205.2,465,68.04,11303,4070210001,,4070210001,4439412,Queens,25
,Other - Recreation,81-50D UTOPIA PARKWAY,New York,Queens,NY,11432,,,80000,43000,,2013,,91.8,211.7,91.5,211.5,83.5,193.1,276.6,54.71,11304,4070210100,,4070210100,4439412,Queens,1
,Retail Store,255-03 UNION TURNPIKE,New York,Queens,NY,11004,,,231865,181187,,2013,,161.5,441.3,161.3,441.3,303.3,1916.5,2219.8,,11480,4085130002,,4085130002,4439455;4440956;4845198,Queens,2
,Strip Mall,212-15 26 AVENUE,New York,Queens,NY,11360,,,198000,14864,,2013,,70.4,221.1,70.4,221.1,0,85.1,85.1,,11165,4059000002,,4059000002,4439465;4539134;4539907;4837859;4842802,Queens,8
,Strip Mall,211-01 26 AVENUE,New York,Queens,NY,11360,,,132290,84325,,2013,,181.6,424,180.6,423.1,313,766,1079,,11174,4059000024,,4059000024,4439472;4836315;4861591;4861592,Queens,1
,Strip Mall,187-02 HORACE HARDING EXPRE,New York,Queens,NY,11365,,,70900,73336,,2013,1,178.8,560.6,179,561.3,1.3,1064.7,1066,,11305,4070750001,,4070750001,4439481;4439482;4439486;4539227;4847495;4853542,Queens,1
,Retail Store,75-11 31 AVENUE,New York,Queens,NY,11370,,,118890,120840,,2013,,,,,,732.5,,,,10053,4011240001,,4011240001,4439601;4439602,Queens,2
,Self-Storage Facility,138-54 94 AVENUE,New York,Queens,NY,11435,,,143091,88415,,2013,,23.8,48.2,,,59.3,80,139.3,1.76,11692,4099910001,,4099910001,4439742,Queens,1
,Office,,New York,Queens,NY,,,,,94246,,2013,94,42.6,109.3,42.4,109.1,58.5,236.9,295.4,,16120,4099930003,,4099930003,4439745;4439746;4439747;4439748;4439749;4439750;4439751;4440528;4849982,Queens,
,Lifestyle Center,80-00 COOPER AVENUE,New York,Queens,NY,11385,,,1037000,491085,,2013,,,,,,,2763.7,,46.23,10843,4038100350,,4038100350,4439862;4439863;4439870;4439889;4462612;4530757;4530758;4530759,Queens,10
,Hospital (General Medical & Surgical),56-45 MAIN STREET,New York,Queens,NY,11355,,,577654,590371,,2013,56,286.8,550.4,286.9,550.6,5312.8,5732,11044.8,,11096,4051650001,,4051650001,4439898,Queens,1
,Multifamily Housing,,New York,Queens,NY,,,,,129506,,2013,,111.5,154.3,110.9,153.8,895.9,206.3,1102.2,,16110,4092470001,,4092470001,4440051;4440052;4440053;4440054;4445350;4445351;4445352;4445353;4445355;4445356;4445357;4445358;4445359;4445360;4445361;4445362;4445363;4445364;4445365;4445366;4445367;4445368;4445369;4445370;4445371;4445372;4445373;4445374;4445375;4445376;4445377;4445378;4445379;4445380;4445381;4445382;4445383;4445384;4445386;4445387;4445388;4445389;4445390;4445391;4445392;4445393;4445394;4445395;4445396;4445397;4445398;4445399;4445400;4445401;4445402;4445403,Queens,
,Multifamily Housing,152-01 88 AVENUE,New York,Queens,NY,11432,,,463120,99000,,2013,,75.7,92.7,,,364.8,50.9,415.7,,11567,4096950014,,4096950014,4440055;4440056;4440057;4440058;4440059;4440060,Queens,2
,Multifamily Housing,139-19 31 ROAD,New York,Queens,NY,11354,,,180262,180262,,2013,,61.6,102.6,,,563.7,276.8,840.5,,10889,4043430125,,4043430125,4440069;4440070;4440071,Queens,3
,Multifamily Housing,31-31 138 STREET,New York,Queens,NY,11354,,,176061,153091,,2013,,,,,,,236.1,,47.71,10894,4043740049,,4043740049,4440073;4440074;4440075,Queens,2
,Distribution Center,131-11 ATLANTIC AVENUE,New York,Queens,NY,11418,,,170080,212610,,2013,93,13.3,24.8,13.2,24.7,91.4,89.6,181,,11519,4093750272,,4093750272,4440091;4440092;4440093,Queens,2
,Multifamily Housing,139-60 85 DRIVE,New York,Queens,NY,11435,,,114000,38000,,2013,,137.7,192.3,136.7,191.3,231.6,70.7,302.3,,11570,4097100037,,4097100037,4440103,Queens,1
,Multifamily Housing,70-04 KISSENA BOULEVARD,New York,Queens,NY,11367,,,225968,25107,,2013,,101.7,154.9,100.8,153.7,104.7,47.1,151.8,,11240,4066560063,,4066560063,4440117,Queens,11
,Multifamily Housing,70-04 KISSENA BOULEVARD,New York,Queens,NY,11367,,,225968,25107,,2013,,84.7,108,84.1,107.4,100.8,18.6,119.4,,11241,4066560063,,4066560063,4440125,Queens,11
,Multifamily Housing,78-11 MAIN STREET,New York,Queens,NY,11367,,,110298,115654,,2013,,113.8,151.2,113.1,150.3,605.1,143,748.1,,11243,4066700001,,4066700001,4440142;4440143;4440145;4440146;4440147;4440148;4440149;4440150;4440153;4440154,Queens,4
,Multifamily Housing,,New York,Queens,NY,,,,,99990,,2013,,37.5,43.6,37.5,43.6,188.3,16.5,204.8,,16059,4066770001,,4066770001,4440172,Queens,
,Multifamily Housing,,New York,Queens,NY,,,,,103646,,2013,,67.1,93.4,66.7,93,309,92.5,401.5,,16075,4068070002,,4068070002,4440186;4440187;4440188;4440189;4440190,Queens,
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,16000,,2013,,134.4,187.4,134.4,187.5,95.3,28.8,124.1,,11342,4071170006,,4071170006,4440202,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,16000,,2013,,260,362.8,259.7,362,184.2,56,240.2,,11337,4071170006,,4071170006,4440205,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,16000,,2013,,245.7,342.9,245.4,341.8,174.2,52.9,227.1,,11344,4071170006,,4071170006,4440206,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,14671,,2013,,309.4,431.5,309.4,431.6,201.2,60.9,262.1,,11338,4071170006,,4071170006,4440219,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,14671,,2013,,301,419.9,301.1,420.1,195.7,59.3,255,,11340,4071170006,,4071170006,4440220,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,16000,,2013,,272.4,380,272.5,380.2,193.1,58.5,251.6,,11341,4071170006,,4071170006,4440224,Queens,27
,Multifamily Housing,194-05 67 AVENUE,New York,Queens,NY,11365,,,410788,14670,,2013,,322.4,449.6,322.4,449.6,209.6,63.5,273.1,,11339,4071170006,,4071170006,4440226,Queens,27
,Multifamily Housing,20-20 SEAGIRT BOULEVARD,New York,Queens,NY,11691,,,473690,250648,,2013,,61.4,71.8,61.2,71.5,770.4,71.2,841.6,,11837,4157800020,,4157800020,4440246;4440248;4440249;4440250;4440251;4440253,Queens,13
,Multifamily Housing,20-20 SEAGIRT BOULEVARD,New York,Queens,NY,11691,,,473690,214842,,2013,,56.5,66.9,56.3,66.7,603.1,63.3,666.4,,11838,4157800020,,4157800020,4440252;4440254;4440255;4440256;4440257;4440258,Queens,13
,Multifamily Housing,138-10 77 AVENUE,New York,Queens,NY,11367,,,107884,107884,,2013,,48.4,54.1,,,268.1,13.7,281.8,55.91,11228,4066070001,,4066070001,4440288;4440289;4440290;4440291;4440292;4440293;4440294;4440295;4440296;4440297;4440298;4440299;4440300;4440301;4440302;4440303;4440304;4440305;4440306;4440307;4440308;4440309;4440310;4440311;4440312;4440992,Queens,8
,Multifamily Housing,246-11 57 DRIVE,New York,Queens,NY,11362,,,103032,53574,,2013,,109.7,176.8,106.8,173.9,317.4,135,452.4,,11436,4082760030,,4082760030,4440414;4440415;4440416;4440417;4440418;4440419;4440432;4440433;4440435;4440436;4440437;4440438;4461369;4461370;4461371;4461372;4461373;4461374;4461375;4461376;4461377;4461378;4461379;4461380;4461381;4461382;4461383;4461384;4461385;4461402,Queens,5
,Multifamily Housing,244-08 HOR HARDING EP SR S,New York,Queens,NY,11362,,,167032,44172,,2013,,106.1,155.8,103.6,153.2,277.1,82,359.1,,11432,4082760020,,4082760020,4440450;4440451;4440452;4440453;4440454;4461409;4461410;4461411;4461412;4461413;4461421;4461422;4461423;4461424;4461425;4461426;4461468;4461469;4461470;4461471;4461472;4461473,Queens,11
,Multifamily Housing,244-08 HOR HARDING EP SR S,New York,Queens,NY,11362,,,167032,52232,,2013,,125.3,220.2,124.8,219.6,229.8,180.2,410,,11433,4082760020,,4082760020,4440456;4440458;4440459;4440460;4440461;4440462;4440463;4440464;4440465;4440467;4440468;4440469;4440470;4461427;4461428;4461429;4461430;4461431;4461432;4461435;4461436;4461437;4461438;4461439;4461440;4461441;4461442;4461443;4461444;4461446;4461447,Queens,11
,Multifamily Housing,244-08 HOR HARDING EP SR S,New York,Queens,NY,11362,,,167032,35192,,2013,,105.9,162.3,105.9,162.3,211.7,74.4,286.1,,11434,4082760020,,4082760020,4440474;4440475;4440476;4440477;4440479;4440480;4440481;4440484;4440486;4440487;4461448;4461449;4461450;4461451;4461452;4461453;4461455;4461456;4461457;4461458;4461459,Queens,11
,Multifamily Housing,244-08 HOR HARDING EP SR S,New York,Queens,NY,11362,,,167032,42982,,2013,,112.9,174,110.6,171.7,274.1,98.5,372.6,,11435,4082760020,,4082760020,4440482;4440483;4440489;4442885;4445163;4445164;4445303;4461414;4461415;4461416;4461417;4461418;4461419;4461420;4461460;4461461;4461462;4461463;4461464;4461465;4461466;4461467,Queens,11
,Multifamily Housing,223-02 65 AVENUE,New York,Queens,NY,11364,,,147700,147700,,2013,,121.8,135.9,116.3,130.3,1256.1,70.4,1326.5,,11386,4076700002,,4076700002,4440495;4440496;4440497;4440498;4440499;4440500;4440501;4440502;4440503;4440504;4440505;4440506;4440507;4440508;4440509;4440510;4440511;4440512;4440513;4440514;4440515;4440516;4440517;4440519;4440520;4440521;4440522;4440523;4440524;4440525;4440526;4440529;4440530;4440531;4440532;4440536;4440537;4440538;4440538;4440539;4440543;4440544;4440545;4440546;4440551;4440552;4440553;4440555;4440556;4456871;4456872;4456873;4456874;4456875;4456876;4456877;4456878;4456879;4456880;4456881;4460016;4460024;4460025;4460026;4460027;4460052;4460054;4460072;4460093;4460094;4460103;4460104;4460105;4460106;4460107;4460108;4460109;4460110;4460111;4460112;4460113;4460114;4460115;4460116;4460117;4460118;4460119;4460120,Queens,9
,Hospital (General Medical & Surgical),89-10 VAN WYCK EXPWY SR W,New York,Queens,NY,11418,,,484470,131610,,2013,100,1.4,1.5,1.4,1.5,10.1,0,10.1,,11516,4093640010,,4093640010,4440535,Queens,2
,Multifamily Housing,,New York,Queens,NY,,,,,1500,,2013,,,1498,,1496.2,91.7,11.2,102.9,,16080,4076440002,,4076440002,4440558,Queens,
,Multifamily Housing,,New York,Queens,NY,,,,,1600,,2013,,,1470.4,,1469,91.7,14,105.7,,16082,4076440002,,4076440002,4440561,Queens,
,Multifamily Housing,,New York,Queens,NY,,,,,1600,,2013,,,1188.2,,1188.2,91.7,2.3,94,,16083,4076440002,,4076440002,4440567,Queens,
,Multifamily Housing,,New York,Queens,NY,,,,,1600,,2013,,,1164,,1164,91.7,1.2,92.9,,16084,4076440002,,4076440002,4440569,Queens,
,Manufacturing/Industrial Plant,,New York,Kings,NY,,,,,108000,,2013,,184,348.3,181.7,345.3,629.6,652,1281.6,23.68,12235,3131930100,,3131930100,4440705,Brooklyn,
,Multifamily Housing,,New York,Queens,NY,,,,,56893,,2013,,133.6,171.9,133,171.4,363.8,70.5,434.3,,16107,4088920050,,4088920050,4440728;4440729;4440731,Queens,
,Multifamily Housing,106-24 158 STREET,New York,Queens,NY,11433,,,195000,341600,,2013,,,,,,,0.2,,,11700,4101250033,Primary,4101250033;4101460051,4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4457466;4457470;4457473,Queens,8
,,,New York,Queens,NY,,,,,,,2013,,,,,,,,,,16124,4101460051,Secondary,4101250033;4101460051,4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4457466;4457470;4457473,Queens,
,Multifamily Housing,106-24 158 STREET,New York,Queens,NY,11433,,,195000,1000518,,2013,,,,,,,,,,11701,4101250033,Primary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,8
,,159-01 110 AVENUE,New York,Queens,NY,11433,,,352800,,,2013,,,,,,,,,,11768,4121480100,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,5
,,106-16 158 STREET,New York,Queens,NY,11433,,,70000,,,2013,,,,,,,,,,11699,4101250012,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,1
,,108-09 159 STREET,New York,Queens,NY,11433,,,155000,,,2013,,,,,,,,,,11703,4101480001,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,4
,,159-02 SOUTH ROAD,New York,Queens,NY,11433,,,177000,,,2013,,,,,,,,,,11702,4101270001,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,4
,,,New York,Queens,NY,,,,,,,2013,,,,,,,,,,16123,4101250063,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,
,,,New York,Queens,NY,,,,,,,2013,,,,,,,,,,16125,4101460051,Secondary,4101250012;4101250033;4101250063;4101270001;4101460051;4101480001;4121480100,4215754;4215773;4435245;4435246;4435247;4435248;4435249;4440732;4440733;4440734;4440735;4440736;4440737;4440738;4440739;4451835;4451836;4451837;4451838;4451839;4457466;4457470;4457473;4457478;4457479;4457481;4457482,Queens,
,Multifamily Housing,139-60 85 DRIVE,New York,Queens,NY,11435,,,114000,80403,,2013,,58.4,86.2,58,85.7,198.6,77.7,276.3,,11569,4097100037,,4097100037,4440741;4440742,Queens,1
,Multifamily Housing,141-10 82 DRIVE,New York,Queens,NY,11435,,,357885,357885,,2013,,74.2,104.5,73.7,104.1,1188.1,371.3,1559.4,,11590,4097190002,,4097190002,4440743;4440744;4440745;4440746;4440747,Queens,3
,Multifamily Housing,219-02 74 AVENUE,New York,Queens,NY,11364,,,124662,124662,,2013,,137.6,186.3,136.4,184.7,778,202.9,980.9,,11412,4077550003,,4077550003,4440750;4440751;4440752;4440753;4440754;4440757;4440758;4440759;4440760;4440761;4440762;4440763;4440764;4440765;4440766;4440767;4440768;4440769;4440770;4440771;4440772;4440773;4440774;4440775;4440776;4440777;4440778;4440779;4440780;4440781;4453185;4453186;4453187;4453188;4453189;4453190;4453191;4453192;4453193;4453194;4453195;4453196;4453197;4453198;4453199;4453200;4453201;4453202;4453203;4453204;4453205;4453206;4453207;4453208;4453209;4453210;4453211;4453212;4453213;4453214;4838407,Queens,8
,Multifamily Housing,20-33 SEAGIRT BOULEVARD,New York,Queens,NY,11691,,,143441,143441,,2013,,56.7,68.8,56.5,68.7,397.3,52.2,449.5,,11845,4158100071,,4158100071,4440813,Queens,4
,Multifamily Housing,199-01 17 AVENUE,New York,Queens,NY,11357,,,123031,65580,,2013,,340.7,437.1,338.7,434.3,1448.4,231.7,1680.1,,11149,4057810001,,4057810001,4440822;4440823;4440824;4440826;4440827;4440828,Queens,6
,Non-Refrigerated Warehouse,87-46 123 STREET,New York,Queens,NY,11418,,,138000,138150,,2013,74,41.3,57,40.1,55.7,255.8,73.4,329.2,,11512,4093310030,,4093310030,4440978,Queens,1
,Other,,New York,Queens,NY,,,,,75500,,2013,,75.6,105.1,74.9,104.3,253.4,75.7,329.1,,15944,4000490001,,4000490001,4441069,Queens,
,Other,90-27 PARSONS BOULEVARD,New York,Queens,NY,11432,,,183503,187173,,2013,,7.2,22.7,7.2,22.7,0,110.2,110.2,,11602,4097560018,,4097560018,4441691,Queens,1
,Multifamily Housing,22-10 80 STREET,New York,Queens,NY,11370,,,190230,77889,,2013,,163.4,230.8,,,563.8,180,743.8,,10040,4010117501,,4010117501,4441819,Queens,16
,Office,47-40 21 STREET,New York,Queens,NY,11101,,,179575,199365,,2013,96,42,113.8,,,91.3,540.9,632.2,15.83,9742,4000610011,,4000610011,4441830,Queens,1
,Multifamily Housing,3-20 128 STREET,New York,Queens,NY,11356,,,116531,128184,,2013,,68.4,113,67.7,111.5,331.1,205.6,536.7,,10854,4039307501,,4039307501,4441882;4441883;4441884;4441885;4447545;4447546;4447547;4447548;4447549;4447550;4447551;4447552;4447553;4447554;4447555;4447556;4447557;4447558;4447559;4447583;4447584;4447585;4447586;4447587;4448319,Queens,13
,Multifamily Housing,161-01 JAMAICA AVENUE,New York,Queens,NY,11432,,,91693,91693,,2013,,,,,,,,,,11608,4097600001,,4097600001,4442231,Queens,1
,Senior Care Community,110-30 221 STREET,New York,Queens,NY,11429,,,170000,335057,,2013,62,73.5,131.3,73.6,131.5,454.9,379.4,834.3,,11740,4111980050,,4111980050,4442265,Queens,1
