Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),ENERGY STAR Certification Years,Tax Parcel
Stony Brook Village,Multifamily Housing,150 Clare Avenue,Boston,Suffolk,MA,2136,,,62500,,1964,2014,42,98.4,,,,,,389.2,,,1806881000
HRE - 114 Western Ave,Office,114 Western Ave,Boston,Suffolk,MA,2138,,,70849,,1925,2014,66,66.5,,,,,,439.7,8.14,,2200268000
955 Massachusetts Avenue,Office,955 Massachusetts Avenue,Boston,Suffolk,MA,2139,,,101171,,1970,2014,39,111.8,,,,,,879.4,15.85,,
Cambridgeport Commons Condominium,Multifamily Housing,"2 chestnut, 20 Chestnut, 9 Chestnut,1-11 Henry,",Boston,Suffolk,MA,2139,,,60737,,1987,2014,44,93.3,,,,,,411.5,,,
HBS Aldrich Hall,College/University,35 Harvard Way,Boston,Suffolk,MA,2163,,,105818,,1953,2014,,64.2,,,,,,549.6,23.12,,2200530000
HBS Baker Library,Library,25 Harvard Way,Boston,Suffolk,MA,2163,,,157820,,1927,2014,,82.7,,,,,,996.8,26.63,,2200530000
HBS Burden Hall,Performing Arts,39 Harvard Way,Boston,Suffolk,MA,2163,,,28969,,1969,2014,,64.2,,,,,,136.9,24.61,,2200490000
HBS Chapel,Worship Facility,66 North Harvard Street,Boston,Suffolk,MA,2163,,,6932,,1992,2014,1,124.8,,,,,,64.3,22.74,,2200530000
HBS Chase Hall,Residence Hall/Dormitory,34 Harvard Way,Boston,Suffolk,MA,2163,,,50796,,1926,2014,63,105.1,,,,,,389.1,22.91,,2200530000
HBS Chilled Water Plant,Other - Utility,80 Harvard Way,Boston,Suffolk,MA,2163,,,19627,,1991,2014,,474.1,,,,,,877.2,25.38,,2200530000
HBS Connell House,Office,20 Harvard Way,Boston,Suffolk,MA,2163,,,6067,,1940,2014,97,42.7,,,,,,19.9,22.91,,2200530000
HBS Cotting House,Office,50 Harvard Way,Boston,Suffolk,MA,2163,,,16747,,1968,2014,99,43.7,,,,,,56,22.79,,2200530000
HBS Crimson Commons,College/University,51 N Harvard St,Boston,Suffolk,MA,2163,,,50000,,2013,2014,,,,,,,,391,,,2200530000
HBS Cumnock Hall,Office,33 Harvard Way,Boston,Suffolk,MA,2163,,,26137,,1974,2014,92,63.1,,,,,,129.5,22.76,,2200530000
HBS Dean's House,Single Family Home,41 Harvard Way,Boston,Suffolk,MA,2163,,,10978,,1929,2014,,87.6,,,,,,58,22.77,,2200530000
HBS Dillon House,Office,30 Harvard Way,Boston,Suffolk,MA,2163,,,5674,,1965,2014,74,105.3,,,,,,42.1,22.91,,2200530000
HBS Esteves Hall,Residence Hall/Dormitory,45 Harvard Way,Boston,Suffolk,MA,2163,,,78375,,1969,2014,91,53.6,,,,,,315.8,,,2200530000
HBS Gallatin Hall,Residence Hall/Dormitory,24 Harvard Way,Boston,Suffolk,MA,2163,,,50956,,1926,2014,80,58.6,,,,,,238.9,22.92,,2200530000
HBS Glass Hall,Office,660 Soldiers Field Road,Boston,Suffolk,MA,2163,,,7563,,1926,2014,84,72,,,,,,40.4,22.72,,2200530000
HBS Greenhill House,Office,40 Harvard Way,Boston,Suffolk,MA,2163,,,5940,,1965,2014,80,92.6,,,,,,39,219.31,,2200530000
HBS Hamilton Hall,Residence Hall/Dormitory,700 Soldiers Field Road,Boston,Suffolk,MA,2163,,,49297,,1926,2014,86,53.3,,,,,,207.6,22.87,,
HBS Hawes,College/University,37 Harvard Way,Boston,Suffolk,MA,2163,,,61104,,2002,2014,,78.8,,,,,,428.5,22.63,,2200530000
HBS Loeb House,Office,10 Harvard Way,Boston,Suffolk,MA,2163,,,6067,,1940,2014,94,54.4,,,,,,25,22.91,,2200530000
HBS Ludcke House,Office,690 Soldiers Field Road,Boston,Suffolk,MA,2163,,,9611,,1926,2014,95,36.9,,,,,,27.4,22.55,,2200530000
HBS McArthur Hall,Residence Hall/Dormitory,47A Harvard Way,Boston,Suffolk,MA,2163,,,107673,,1999,2014,61,88,,,,,,725.4,23.73,,2200530000
HBS McCollum Center,Social/Meeting Hall,47 Harvard Way,Boston,Suffolk,MA,2163,,,18925,,1969,2014,,64.1,,,,,,97.6,24.07,,2200530000
HBS McCulloch Hall,Residence Hall/Dormitory,44 Harvard Way,Boston,Suffolk,MA,2163,,,51821,,1926,2014,70,68.8,,,,,,286.7,23.48,,2200530000
HBS Mellon Hall,Residence Hall/Dormitory,670 Soldiers Field Road,Boston,Suffolk,MA,2163,,,47698,,1926,2014,76,76.4,,,,,,271.1,23.51,,2200530000
HBS Morgan Hall,Office,15 Harvard Way,Boston,Suffolk,MA,2163,,,117707,,1927,2014,94,57.3,,,,,,543.8,24.81,,2200530000
HBS Morris Hall,Residence Hall/Dormitory,14 Harvard Way,Boston,Suffolk,MA,2163,,,50786,,1926,2014,91,50.1,,,,,,196.4,22.93,,2200530000
HBS Rock Center,Office,60 North Harvard Street,Boston,Suffolk,MA,2163,,,27782,,1969,2014,65,94.3,,,,,,206.2,22.91,,2200530000
HBS Shad Hall,Mixed Use Property,70 North Harvard Street,Boston,Suffolk,MA,2163,,,132424,,1990,2014,,133,,,,,,1381.6,13.92,,2200530000
HBS Spangler Center,Other - Entertainment/Public Assembly,117 Western Ave,Boston,Suffolk,MA,2163,,,139437,,2000,2014,,126.7,,,,,,1287.5,22.74,,2200490000
HBS Tata Hall,College/University,53 Harvard Way,Boston,Suffolk,MA,2163,,,157587,,2012,2014,,50.8,,,,,,589.1,,,2200530000
HBS Teele Hall,Office,230 Western Ave,Boston,Suffolk,MA,2163,,,52688,,1984,2014,72,65.2,,,,,,313,13.35,,2201058010
HBS Wilder House,Office,680 Soldiers Field Road,Boston,Suffolk,MA,2163,,,6377,,1926,2014,83,76.9,,,,,,36.3,22.89,,2200530000
HBS Wyss Hall,Office,710 Soldiers Field Road,Boston,Suffolk,MA,2163,,,6290,,1926,2014,69,73.5,,,,,,37.8,22.75,,2200530000
HRE - Harvard Innovation Lab,College/University,125 Western Avenue,Boston,Suffolk,MA,2163,,,81695,,2000,2014,,62.6,,,,,,381.4,17.55,,2200500000
Engine 54,Fire Station,Long Island Road,Boston,Suffolk,MA,2169,,,5000,,2000,2014,,,,,,,,,,,
Fire Academy Burn Building,Fire Station,MOON-ISLAND ST,Boston,Suffolk,MA,2169,,,2100,,2005,2014,,,,,,,,0,,,
Long Island Firing Range,Police Station,Long Island Road,Boston,Suffolk,MA,2169,,,1000,,2000,2014,,15.3,,,,,,1.5,,,
Nike Bldg 2,Fire Station,Long Island Road,Boston,Suffolk,MA,2169,,,3000,,2000,2014,,11.3,,,,,,3.3,,,
Nike Bldg 4,Fire Station,Long Island Road,Boston,Suffolk,MA,2169,,,1500,,2000,2014,,2.1,,,,,,0.3,,,
Training Academy / Fire Academy,Fire Station,200 Moon Island,Boston,Suffolk,MA,2169,,,30000,,2000,2014,,32.4,,,,,,79.6,,,
Long Island Campus,Residence Hall/Dormitory,1 Long Island Rd,Boston,Suffolk,MA,2171,,,,,2000,2014,,,,,,,,0,,,
Nike Bldg 3,Fire Station,Long Island Road,Boston,Suffolk,MA,2171,,,,,2000,2014,,328.4,,,,,,3.2,,,
Pistol Range,Police Station,86 Moon Island Rd,Boston,Suffolk,MA,2171,,,1000,,2000,2014,,232.3,,,,,,22.5,,,
The Penmark,Multifamily Housing,21 Father Gilday St,Boston,Suffolk,MA,2176,,,76075,,1980,2014,1,94,,,,,,560.4,22.93,,801401510
07602-Prudential New,Supermarket/Grocery Store,53 Huntington Ave,Boston,Suffolk,MA,2199,,,59527,,2003,2014,40,280,,,,,,1363.9,0,,401037400
101 Huntington Ave,Office,101 Huntington Ave,Boston,Suffolk,MA,2199,,,830995,,1972,2014,90,64.9,,,,,,3148.6,9.92,2014;2012;2011;2010;2009;2008,
111 Huntington Ave,Office,111 Huntington Ave,Boston,Suffolk,MA,2199,,,1034179,,2001,2014,76,74.5,,,,,,6727.5,12.64,2014;2012;2011;2010;2009;2008;2007;2003,
5677-Sheraton Boston Hotel,Hotel,39 Dalton Street,Boston,Suffolk,MA,2199,,,1040000,,1990,2014,52,107.1,,,,,,7596.3,38.53,,401037300
MA040_AVA Back Bay,Multifamily Housing,790 Boylston Street,Boston,Suffolk,MA,2199,,,291222,,1968,2014,27,101.1,,,,,,2026.7,79.07,,401037010
MA041_Avalon Prudential Center 2,Multifamily Housing,780 Boylston Street,Boston,Suffolk,MA,2199,,,287111,,1968,2014,4,103.8,,,,,,2236.7,47.24,,401037050
MA042_Avalon Prudential Center 1,Multifamily Housing,770 Boylston Street,Boston,Suffolk,MA,2199,,,286043,,1968,2014,9,98,,,,,,2074.2,36.2,,401037075
"Mandarin Oriental, Boston",Multifamily Housing,772-776 Boylston Street,Boston,Suffolk,MA,2199,,,452336,,2006,2014,1,147.8,,,,,,5509.2,35.3,,0401037810;0401037800
Prudential Tower,Office,800 Boylston Street,Boston,Suffolk,MA,2199,,,1940299,,1965,2014,59,110,,,,,,13990.6,13.17,2010;2008,
Sheraton Boston,Hotel,39 Dalton Street,Boston,Suffolk,MA,2199,,,1105548,,1965,2014,57,104.5,,,,,,7486.4,,2008;2007;2002,401037300
City Hall,Office,One City Hall Square,Boston,Suffolk,MA,2201,,,511000,,1968,2014,29,122.2,,,,,,5456.5,2.65,,
D-14 Station,Police Station,301 Washington St,Boston,Suffolk,MA,2201,,,13858,,2000,2014,,170,,,,,,157,2.19,,
MA0131ZZ - JFK FEDERAL BUILDING,Office,15 NEW SUDBURY STREET,Boston,Suffolk,MA,2203,,,1045834,,1966,2014,,78.2,,,,,,6242.2,13.37,2012;2011;2010;2009;2005;2000,302605000
The Boston Globe,Other,135 William T. Morrissey Blvd.,Boston,Suffolk,MA,2205,,,732000,,1958,2014,,96.8,,,,,,6588.4,20.21,,1302364050
01-1-Boston Head Office,Financial Office,600 Atlantic Avenue,Boston,Suffolk,MA,2210,,,1190380,,1978,2014,83,88.1,,,,,,12820.8,14.54,2015;2014;2013;2012;2011;2010;2008,304340000
10 Milk Street,Office,10 Milk Street,Boston,Suffolk,MA,2210,,,225294,,1903,2014,88,58.3,,,,,,1153.8,7.97,,303907000
10/20 Channel Center,Office,10 Channel Center Street,Boston,Suffolk,MA,2210,,,248760,,1920,2014,84,58.9,,,,,,1418.6,14.95,,0602757030;0602757045
11 Farnsworth St - Parcel 06-02658-001,Financial Office,11 Farnsworth Street,Boston,Suffolk,MA,2210,,,41566,,1893,2014,86,46.4,,,,,,186.7,7.16,,
12 -44 Thomson Place - Parcel 0602654010,Financial Office,12-44 Thomson Place,Boston,Suffolk,MA,2210,,,184479,,1900,2014,,175.9,,,,,,2960.9,6.78,,
12 Farnsworth Street,Office,12 Farnsworth Street,Boston,Suffolk,MA,2210,,,56588,,1918,2014,,,,,,,,0,,,602665000
21 Custom House,Office,21 Custom House Street,Boston,Suffolk,MA,2210,,,135746,,1984,2014,52,92.9,,,,,,945.3,14.05,,303988000
22 Boston Wharf Road,Parking,22 Boston Wharf Road,Boston,Suffolk,MA,2210,,,188432,,2001,2014,,201.9,,,,,,917.9,2.68,,602648010
230 Congress Street,Office,230 Congress Street,Boston,Suffolk,MA,2210,,,153259,,1930,2014,6,219.1,,,,,,3141.7,14.96,,304190000
250 summer st,Office,250 summer st,Boston,Suffolk,MA,2210,,,100096,,1903,2014,75,59.9,,,,,,571.9,11.45,,0602701002;0602701001
253 Summer/27 Melcher,Office,253 summer st,Boston,Suffolk,MA,2210,,,216012,,1902,2014,80,75,,,,,,1319.7,10.56,,0601163005;0601163015;0601163025;0601164005
25-35 Thomson Place - Parcel 0602652010,Office,25-35 Thomson Place,Boston,Suffolk,MA,2210,,,170569,,1900,2014,,81.1,,,,,,1107.6,5.73,,
266 Summer Street,Office,266 Summer Street,Boston,Suffolk,MA,2210,,,19238,,1899,2014,,81.3,,,,,,145.3,16.85,,602701000
268 Summer Street,Office,268 Summer Street,Boston,Suffolk,MA,2210,,,68980,,1898,2014,66,57.2,,,,,,381.9,8.04,,602700000
274 Summer Street,Office,274 Summer St,Boston,Suffolk,MA,2210,,,74046,,1899,2014,64,70.7,,,,,,499.3,12.24,,602699000
280 Summer Street,Office,280,Boston,Suffolk,MA,2210,,,138350,,1900,2014,,82,,,,,,1010.9,,,602698000
281 Summer Street,Office,273-281 Summer Street,Boston,Suffolk,MA,2210,,,168408,,1904,2014,,48,,,,,,782.8,1.73,,02704000;02703000
285 Summer Street,Office,285 Summer Street,Boston,Suffolk,MA,2210,,,56694,,1903,2014,55,68,,,,,,306.8,21.1,,602705000
303 Congress Co. LLC,Office,303 Congress Street,Boston,Suffolk,MA,2210,,,69553,,2004,2014,,41.2,,,,,,230.2,8.82,,
320 Summer Street,Office,320 Summer Street,Boston,Suffolk,MA,2210,,,122500,,2013,2014,78,81.4,,,,,,800.9,8.6,,2689000
343 Congress,Office,343 Congress Street,Boston,Suffolk,MA,2210,,,113555,,2001,2014,12,130,,,,,,1249.1,10.54,,602694000
44 Prince Street Condominium Trust,Multifamily Housing,24 Farnsworth Street,Boston,Suffolk,MA,2210,,,76038,,2006,2014,69,45.6,,,,,,237.3,25.54,,302347000
45 Milk Street,Office,45 Milk Street,Boston,Suffolk,MA,2210,,,76448,,1893,2014,,55.5,,,,,,301.8,2.42,,304662000
5 Channel Center,Office,5 Channel Center Street,Boston,Suffolk,MA,2210,,,52500,,1900,2014,64,72.3,,,,,,284.6,4.7,,602750030
51 Melcher,Office,51 Melcher Street,Boston,Suffolk,MA,2210,,,99000,,1915,2014,86,61.5,,,,,,512.2,4.55,,601166040
51 Sleeper Street,Office,51 Sleeper Street,Boston,Suffolk,MA,2210,,,150363,,1929,2014,72,64.4,,,,,,936.1,9.91,,602670000
75 Clarendon Street Condo Trust,Multifamily Housing,c/o Barkan Management,Boston,Suffolk,MA,2210,,,46100,,,2014,100,10.6,,,,,,47.1,407.15,,501048000
88 Black Falcon,Non-Refrigerated Warehouse,88 Black Falcon Ave.,Boston,Suffolk,MA,2210,,,376447,,1910,2014,62,72.3,,,,,,2281.7,6.17,,2674016
9673r-Renaissance Boston Waterfront,Hotel,606 Congress Street,Boston,Suffolk,MA,2210,,,405633,,2008,2014,41,125.9,,,,,,3654.6,33,,3351813
Annex,Laboratory,1 Harbor Street,Boston,Suffolk,MA,2210,,,20000,,2013,2014,,,,,,,,1953.5,48.17,,602674000
Artists,Multifamily Housing,300 Summer Street,Boston,Suffolk,MA,2210,,,85000,,1950,2014,99,33.7,,,,,,184.2,13.08,,602696002
Atlantic Wharf,Office,280 Congress St.,Boston,Suffolk,MA,2210,,,1061665,,2010,2014,93,72.5,,,,,,5275.2,11.94,2015;2013,0302952018;0302952020;0302952022;0302952024
Au Bon Pain,,19 Fid Kennedy Ave,Boston,Suffolk,MA,2210,,,,,1920,2014,,,,,,,,1636.1,,,602674000
Audubon Park Condo Trust,Multifamily Housing,24 Farnsworth Street,Boston,Suffolk,MA,2210,,,126660,,,2014,100,21.4,,,,,,201.9,9.28,,2100167000
BOS - 245 Summer Street,Office,245 Summer Street,Boston,Suffolk,MA,2210,,,905414,,1975,2014,96,126.2,,,,,,10431.5,19.65,2013,43337741
Channel Center,Financial Office,1 Iron St,Boston,Suffolk,MA,2210,,,501650,,2014,2014,,40.3,,,,,,1696.9,10.78,,602750011
Channel Trust,Office,369 Congress St,Boston,Suffolk,MA,2210,,,57800,,1918,2014,88,76.6,,,,,,289.4,10.12,,602686000
Dockside Place Condominium,Other - Lodging/Residential,15-33 Sleeper Street,Boston,Suffolk,MA,2210,,,36323,,1980,2014,,104.4,,,,,,366.9,68.64,,
"DWF III 313 Congress Street, LLC",Office,313 Congress Street,Boston,Suffolk,MA,2210,,,72912,,1890,2014,82,52.5,,,,,,370.4,11.19,2014,
"DWF III 330 Congress Street, LLC",Office,330 Congress Street,Boston,Suffolk,MA,2210,,,36394,,1895,2014,83,46.8,,,,,,154.1,17.77,2014,
"DWF III A Street, LLC",Office,300 A Street,Boston,Suffolk,MA,2210,,,106171,,1904,2014,69,109.2,,,,,,922.9,6.11,,
Farnsworth Garage,,17 Farnsworth Street,Boston,Suffolk,MA,2210,,,,,1987,2014,,,,,,,,74.9,,,602659010
Flats on D,Multifamily Housing,411 D Street,Boston,Suffolk,MA,2210,,,237984,,2014,2014,,14.9,,,,,,314,3.49,,602842000
Fort Point Place,Multifamily Housing,21 Wormwood Street,Boston,Suffolk,MA,2210,,,4000,,2000,2014,98,355.9,,,,,,119.5,,,
FP 3,Multifamily Housing,346 Congress St,Boston,Suffolk,MA,2210,,,93300,,1996,2014,8,141.6,,,,,,777,4.23,,
Harbor Seafood,Other,8 Seafood Way,Boston,Suffolk,MA,2210,,,66087,,2001,2014,,138.7,,,,,,835.6,129.34,,602674003
Independence Wharf,Mixed Use Property,470 Atlantic Avenue,Boston,Suffolk,MA,2210,,,442217,,2001,2014,94,55.7,,,,,,2022.2,10.24,,302956000
Jamestown - 1 Design Center Boston,Distribution Center,1 Design Center Place,Boston,Suffolk,MA,2210,,,495668,,1985,2014,,75.5,,,,,,2842.6,8.61,,0602674012;0602674018
Jamestown - 21-25 Drydock Ave Boston,Mixed Use Property,21-25 Drydock Ave,Boston,Suffolk,MA,2210,,,716455,,1985,2014,,56.5,,,,,,2321.7,5.23,,602674013
MA0011ZZ - CPT JF WILLIAMS CG B,Office,408 ATLANTIC AV,Boston,Suffolk,MA,2210,,,176013,,1918,2014,92,61.2,,,,,,832.6,5.54,2014;2012,302959000
Manulife - 601 Congress Street,Financial Office,601 Congress Street,Boston,Suffolk,MA,2210,,,617253,,2004,2014,,61.2,,,,,,,11.96,2014;2013;2012;2010;2009;2008;2007;2006,602678701
Midway Studios: 15 Channel Center Street,Multifamily Housing,15 Channel Center St,Boston,Suffolk,MA,2210,,,203500,,2005,2014,36,43,,,,,,717.2,15.24,,602750050
Northern Ave Bridge Tender House,Other - Public Services,5 NORTHERN AV,Boston,Suffolk,MA,2210,,,,,2000,2014,,402.1,,,,,,15.6,31.75,,
ONE Marina Park Drive,Office,ONE Marina Park Drive,Boston,Suffolk,MA,2210,,,663381,,2009,2014,83,65.4,,,,,,2913.5,14.29,,602671035
Park Lane,Multifamily Housing,One Park Lane,Boston,Suffolk,MA,2210,,,427586,,2006,2014,,99,,,,,,3363.6,41.62,,0602680150;0602680252;0602680250
SAA,Multifamily Housing,249 A Street,Boston,Suffolk,MA,2210,,,11000,,1983,2014,100,17,,,,,,18.1,86.12,,602752000
Seaport Center,Office,70 Fargo Street,Boston,Suffolk,MA,2210,,,497549,,1905,2014,,129.3,,,,,,5937.3,,,602825000
Seaport Lofts at 437 D St Condominium,Multifamily Housing,437 D Street,Boston,Suffolk,MA,2210,,,13146,,1996,2014,,,,,,,,0,,,602833000
Storage,Fire Station,302 Northern Ave,Boston,Suffolk,MA,2210,,,5000,,2000,2014,,31.8,,,,,,15.4,,,
The Atlantic Building,Office,400 Atlantic Avenue,Boston,Suffolk,MA,2210,,,104690,,1899,2014,84,68.3,,,,,,613.5,11.42,,302960000
The Lofts,Other - Lodging/Residential,530 Atlantic Avenue,Boston,Suffolk,MA,2210,,,124123,,2011,2014,,31.3,,,,,,375.6,29.48,,302952014
Vertex ONE,Laboratory,50 Northern Ave,Boston,Suffolk,MA,2210,,,685239,,2013,2014,,220,,,,,,9677.2,18.25,,602671015
Vertex TWO,Laboratory,11 Fan Pier Blvd.,Boston,Suffolk,MA,2210,,,516693,,2013,2014,,198.8,,,,,,7956.7,16.16,,602671017
Waterside Place,Multifamily Housing,505 Congress Street,Boston,Suffolk,MA,2210,,,262000,,2014,2014,63,48.4,,,,,,984,16.55,,602678015
Westin Boston Waterfront Hotel,Hotel,425 Summer Street,Boston,Suffolk,MA,2210,,,990000,,2006,2014,43,110.8,,,,,,5699,32.98,,
World Trade Center,Office,200 Seaport Blvd,Boston,Suffolk,MA,2210,,,804426,,1986,2014,,67.1,,,,,,5222.5,12.11,,602672052
World Trade Center East-Boston,Office,2 Seaport Lane,Boston,Suffolk,MA,2210,,,486760,,2000,2014,79,60.3,,,,,,2839.9,13.77,2009;2008,602679035
World Trade Center West,Office,155 Seaport Boulevard,Boston,Suffolk,MA,2210,,,551185,,2000,2014,70,72,,,,,,3837.6,16.41,,602677010
07588-Allston,Supermarket/Grocery Store,1065 Commonwealth Ave,Boston,Suffolk,MA,2215,,,64485,,1999,2014,25,302.2,,,,,,1632.2,15.96,,2100475000
10 Buick Street,Residence Hall/Dormitory,10 Buick Street,Boston,Suffolk,MA,2215,,,384971,,2000,2014,8,150.9,,,,,,4317.9,44.85,,2100401000
100 Ashford Street,Other - Stadium,100 Ashford Street,Boston,Suffolk,MA,2215,,,96292,,2002,2014,,93.9,,,,,,645.5,3.71,,
100 Bay State Road,Office,100 Bay State Road,Boston,Suffolk,MA,2215,,,123678,,2012,2014,,163.6,,,,,,1496.3,41.6,,
10-18 Buswell Street,Multifamily Housing,10-18 Buswell Street,Boston,Suffolk,MA,2215,,,66456,,1924,2014,1,192.5,,,,,,711,76.79,,2100201000
1019 Commonwealth Avenue,Residence Hall/Dormitory,1019 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,77750,,1977,2014,78,65,,,,,,367.5,35.04,,2100468000
109 Brookline Ave. - Ste # 602030,Office,109 BROOKLINE AVE,Boston,Suffolk,MA,2215,,,305362,,1990,2014,1,275.7,,,,,,7541.9,17.51,,2100071000;2100073000;2100070000;2100068000
110-112 Cummington Street,College/University,110-112 Cummington Street,Boston,Suffolk,MA,2215,,,48901,,1923,2014,,,,,,,,,,,
111 Cummington Street (664-666 Comm. Ave),College/University,111 Cummington Street (664-666 Comm. Ave),Boston,Suffolk,MA,2215,,,93831,,1911,2014,,131.7,,,,,,1071.1,9.91,,
111 Park Drive,Multifamily Housing,111 Park Drive,Boston,Suffolk,MA,2215,,,32832,,1920,2014,61,79.6,,,,,,208.1,46.72,,504272000
11-19 Deerfield Street,Office,11-19 Deerfield Street,Boston,Suffolk,MA,2215,,,69435,,1925,2014,79,98.3,,,,,,438.1,6.83,,503757001
1140 Boylston Street,College/University,1140 Boylston Street,Boston,Suffolk,MA,2215,,,66920,,1920,2014,,135.7,,,,,,773.2,7.87,,
117 Park Drive,Multifamily Housing,117 Park Drive,Boston,Suffolk,MA,2215,,,33360,,1920,2014,,76.2,,,,,,205.7,43.83,,504273000
120 Ashford Street,Distribution Center,120 Ashford Street,Boston,Suffolk,MA,2215,,,65198,,1958,2014,,,,,,,,0,5.22,,2100414000
1295 Boylston - Ste# 535088,Office,1295 BOYLSTON ST,Boston,Suffolk,MA,2215,,,159900,,1990,2014,15,159.3,,,,,,1808.6,10.1,,504210010
"1330 Boylston Street Properties, LLC",Multifamily Housing,1330 Boylston Street,Boston,Suffolk,MA,2215,,,480485,,2008,2014,,64.2,,,,,,1725.7,34.03,,504314014
140 Bay State Road,Residence Hall/Dormitory,140 Bay State Road,Boston,Suffolk,MA,2215,,,128887,,1958,2014,63,89.3,,,,,,753.9,37.55,,504003000
15 St. Mary's Street (736-754 Commonwealth Ave),Laboratory,15 St. Mary's Street (736-754 Commonwealth Ave),Boston,Suffolk,MA,2215,,,52739,,1990,2014,,,,,,,,754.9,16.29,,
160 Mass Ave,Residence Hall/Dormitory,160 Mass Ave,Boston,Suffolk,MA,2215,,,176000,,2013,2014,43,90.6,,,,,,1219.5,40.21,,
2 Cummington Street (23-25 Blandford Street),Laboratory,2 Cummington Street (23-25 Blandford Street),Boston,Suffolk,MA,2215,,,61754,,1905,2014,,155.9,,,,,,711.6,22.91,,2100295000
20-28 Cummington Street (24 Cummington St),Laboratory,20-28 Cummington Street (24 Cummington St),Boston,Suffolk,MA,2215,,,188575,,1983,2014,,323.1,,,,,,4650,46.48,,2100288000
213-217 Bay State Road,Worship Facility,213-217 Bay State Road,Boston,Suffolk,MA,2215,,,130204,,2003,2014,,27.3,,,,,,259,5.19,,
22-24 Buswell Street,Multifamily Housing,22-24 Buswell Street,Boston,Suffolk,MA,2215,,,35036,,1914,2014,77,74.7,,,,,,154.2,38.2,,
233 Bay State Road,,233 Bay State Road,Boston,Suffolk,MA,2215,,,,,1968,2014,,,,,,,,120.1,,,
25 Buick Street,Office,25 Buick Street,Boston,Suffolk,MA,2215,,,122472,,1928,2014,,,,,,,,0,,,2100400000
260-266 Huntington Avenue,Performing Arts,260-266 Huntington Avenue,Boston,Suffolk,MA,2215,,,50266,,1924,2014,,78.8,,,,,,283.9,15.33,,
264-270 Bay State Road,Office,264-270 Bay State Road,Boston,Suffolk,MA,2215,,,65016,,1913,2014,97,43.6,,,,,,214.5,29.93,,
273-277 Babcock Street,Residence Hall/Dormitory,273-277 Babcock Street,Boston,Suffolk,MA,2215,,,451494,,1963,2014,,,,,,,,4340.1,44.39,,2100402000
278-286 Babcock Street,,278-286 Babcock Street,Boston,Suffolk,MA,2215,,,,,1991,2014,,,,,,,,82.6,,,
"285 Babcock, Case Center",Indoor Arena,"285 Babcock, Case Center",Boston,Suffolk,MA,2215,,,131857,,1972,2014,,161,,,,,,1426.1,44.16,,2100402000
30 Bay State Road (610 Beacon Street),Residence Hall/Dormitory,30 Bay State Road (610 Beacon Street),Boston,Suffolk,MA,2215,,,185149,,1926,2014,,,,,,,,912.1,36.07,,503706000
300 Babcock Street,College/University,300 Babcock Street,Boston,Suffolk,MA,2215,,,88000,,1986,2014,,68.6,,,,,,420.9,3.09,,2100412001
30-38 Cummington Street,Laboratory,30-38 Cummington Street,Boston,Suffolk,MA,2215,,,36563,,1917,2014,,236.1,,,,,,640.1,73.24,,
33 Harry Agganis Way,Residence Hall/Dormitory,33 Harry Agganis,Boston,Suffolk,MA,2215,,,399578,,2008,2014,24,126.7,,,,,,3422.6,,,2100401000
3-5 Cummington Street (616-620 Comm. Ave.),Laboratory,3-5 Cummington Street (616-620 Comm. Ave.),Boston,Suffolk,MA,2215,,,149118,,1913,2014,,166.9,,,,,,1865.6,12.58,,2100350000
37-47 St. Mary's Street,Multifamily Housing,37-47 St. Mary's Street,Boston,Suffolk,MA,2215,,,39130,,1982,2014,82,83,,,,,,178.8,37.97,,
40-48 Buswell Street,Residence Hall/Dormitory,40-48 Buswell Street,Boston,Suffolk,MA,2215,,,58302,,1896,2014,60,127,,,,,,431,44.39,,
42-44 Cummington Street,Laboratory,42-44 Cummington Street,Boston,Suffolk,MA,2215,,,96500,,1968,2014,,260.4,,,,,,1962.2,24.36,,
512 Beacon Street,Residence Hall/Dormitory,512 Beacon Street,Boston,Suffolk,MA,2215,,,70768,,1926,2014,79,88.8,,,,,,369.7,41.94,2013,503696000
514-522 Park Drive,Residence Hall/Dormitory,514-522 Park Drive,Boston,Suffolk,MA,2215,,,36968,,1915,2014,84,88.5,,,,,,194.3,35.5,,
565-575 Commonwealth Avenue,Residence Hall/Dormitory,565-575 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,87619,,1992,2014,,,,,,,,578.8,47.62,,50398300
577-599 Commonwealth Avenue (595 Comm Ave),Office,577-599 Commonwealth Avenue (595 Comm Ave),Boston,Suffolk,MA,2215,,,481119,,1996,2014,64,94.8,,,,,,3238.2,15.19,,503991000
580 Commonwealth Avenue,Multifamily Housing,580 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,126333,,2004,2014,2,96.1,,,,,,904.9,51.64,,504140000
